attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
Yes,travel_rarely,1119.857142857143,-40.0,3.0,Marketing,1166.0,4.0,0.0,2.0,3.0,SAles execUTIve,1.0,Unknown,"9045,00$","23517,00$",4.0,Unknown,13.0,3.0,2.0,Unknown,1.0,20.0,3.0,3.0,3.0,2.0,0.0,1973.0,Unknown,Yes
No,Unknown,290.03550973654063,5.0,3.0,Other,1167.0,4.0,1.0,2.0,1.0,Sales rePrEsenTaTivE,3.0,Single,"2342,59$","6090,75$",0.0,No,18.0,3.0,4.0,Part Time,0.0,10.0,2.0,3.0,4.0,0.0,0.0,1997.0,"28111,13$",Yes
No,travel_frequently,265.2619047619048,23.0,2.0,Medical,1168.0,3.0,0.0,4.0,2.0,lABoratOrY tEcHnICiAN,4.0,Unknown,"2142,50$","5570,50$",4.0,No,17.0,3.0,3.0,Part Time,1.0,17.0,3.0,3.0,5.0,0.0,3.0,1987.0,"25710,00$",False
No,travel_rarely,633.6984126984128,4.0,3.0,Life Sciences,1169.0,2.0,0.0,4.0,2.0,MAnUfACTurING dirEcTor,2.0,Unknown,Unknown,"13307,67$",1.0,Yes,20.0,4.0,2.0,Unknown,1.0,6.0,0.0,3.0,6.0,0.0,3.0,1996.0,"61420,00$",0
No,Unknown,257.5238095238095,2.0,3.0,Medical,1170.0,3.0,0.0,3.0,1.0,lAboRAtoRy TEcHNiCiaN,4.0,Unknown,Unknown,"5408,00$",4.0,No,11.0,3.0,4.0,Part Time,0.0,7.0,3.0,3.0,1.0,0.0,0.0,1990.0,"24960,00$",0
No,Unknown,352.75396825396825,5.0,4.0,Life Sciences,1171.0,2.0,1.0,2.0,1.0,ReSeaRCH ScIEnTISt,1.0,Married,"2849,17$","7407,83$",9.0,Yes,14.0,3.0,4.0,Full Time,1.0,10.0,3.0,4.0,1.0,0.0,0.0,1987.0,"34190,00$",Yes
No,Unknown,258.03968253968253,1.0,4.0,Medical,1172.0,3.0,0.0,3.0,1.0,RESEArch SCIEnTISt,2.0,Single,"2084,17$","5418,83$",1.0,No,17.0,3.0,2.0,Part Time,0.0,1.0,4.0,3.0,1.0,1.0,0.0,1992.0,"25010,00$",True
No,travel_rarely,290.03550973654063,2.0,1.0,Technical Degree,1173.0,3.0,0.0,3.0,1.0,labOrATOry TEchnIcIaN,4.0,Unknown,Unknown,"6090,75$",0.0,Unknown,14.0,3.0,3.0,Part Time,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2001.0,"28111,13$",Yes
No,Unknown,264.74603174603175,3.0,3.0,Unknown,1174.0,3.0,0.0,2.0,1.0,rEseaRch sCieNTIsT,3.0,Divorced,"2138,33$","5559,67$",1.0,Unknown,15.0,3.0,4.0,Unknown,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1996.0,Unknown,1
No,travel_rarely,290.03550973654063,2.0,3.0,Life Sciences,1175.0,3.0,0.0,3.0,1.0,reseaRCH ScIenTisT,4.0,Unknown,"2342,59$","6090,75$",0.0,No,14.0,3.0,1.0,Part Time,0.0,4.0,2.0,3.0,3.0,0.0,2.0,1990.0,"28111,13$",Yes
No,travel_frequently,290.03550973654063,18.0,1.0,Unknown,1176.0,2.0,1.0,3.0,1.0,lABoraTOry TEchniciAN,4.0,Single,Unknown,"6090,75$",1.0,Unknown,13.0,3.0,1.0,Part Time,0.0,8.0,2.0,3.0,8.0,1.0,7.0,1987.0,"28111,13$",Yes
No,Unknown,404.4444444444444,-18.0,2.0,Medical,1177.0,18.0,1.0,2.0,1.0,research sCiEntiSt,1.0,Unknown,"3266,67$","8493,33$",2.0,Unknown,14.0,3.0,1.0,Full Time,1.0,10.0,2.0,2.0,3.0,0.0,2.0,1986.0,"39200,00$",1
No,Unknown,290.03550973654063,7.0,3.0,Unknown,1178.0,2.0,0.0,4.0,1.0,lABOraTory tEchniCiAN,2.0,Married,"2342,59$","6090,75$",1.0,Unknown,20.0,4.0,3.0,Part Time,0.0,5.0,3.0,1.0,5.0,0.0,3.0,1991.0,"28111,13$",Yes
No,travel_rarely,556.2566609977324,-35.0,3.0,Medical,1179.0,35.0,0.0,1.0,2.0,MANuFacturIng DIrectOr,2.0,Divorced,Unknown,"11681,39$",5.0,Unknown,18.0,3.0,4.0,Part Time,1.0,10.0,3.0,3.0,4.0,1.0,2.0,1972.0,"53914,11$",Yes
No,Unknown,1440.7301587301588,-45.0,2.0,Technical Degree,1180.0,45.0,1.0,2.0,4.0,HEALThCARe REPReSENTatIvE,3.0,Unknown,"11636,67$","30255,33$",7.0,Yes,12.0,3.0,4.0,Unknown,0.0,10.0,2.0,3.0,7.0,0.0,7.0,1974.0,Unknown,1
No,Unknown,674.7619047619048,9.0,4.0,Unknown,1181.0,3.0,0.0,2.0,2.0,heAlthCAre REPResenTaTive,2.0,Single,"5450,00$","14170,00$",9.0,Unknown,19.0,3.0,3.0,Full Time,0.0,10.0,5.0,3.0,1.0,0.0,0.0,1988.0,"65400,00$",Yes
No,Unknown,231.52380952380955,11.0,3.0,Medical,1182.0,1.0,1.0,3.0,1.0,rESeARCh scIentiST,2.0,Married,"1870,00$","4862,00$",1.0,No,13.0,3.0,4.0,Unknown,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2001.0,Unknown,False
No,Unknown,1669.7777777777776,1.0,5.0,Unknown,1183.0,1.0,1.0,4.0,4.0,ReSeARcH dIreCTor,3.0,Unknown,"13486,67$","35065,33$",4.0,No,19.0,3.0,3.0,Full Time,1.0,10.0,2.0,3.0,6.0,0.0,5.0,1990.0,"161840,00$",False
Yes,Unknown,436.7380952380952,13.0,4.0,Medical,1184.0,2.0,0.0,3.0,2.0,sALes ExEcUTIVe,1.0,Divorced,"3527,50$","9171,50$",2.0,No,17.0,3.0,3.0,Unknown,0.0,10.0,2.0,1.0,3.0,1.0,2.0,1992.0,Unknown,False
Yes,Unknown,556.2566609977324,26.0,4.0,Unknown,1185.0,1.0,1.0,3.0,2.0,SALEs EXECuTiVE,1.0,Unknown,Unknown,"11681,39$",2.0,Unknown,14.0,3.0,4.0,Part Time,2.0,5.0,4.0,3.0,1.0,0.0,0.0,1978.0,"53914,11$",1
No,Unknown,1528.4285714285716,7.0,3.0,Unknown,1186.0,3.0,0.0,4.0,4.0,rESEarCh dIRECToR,3.0,Married,"12345,00$","32097,00$",3.0,No,19.0,3.0,3.0,Unknown,0.0,32.0,3.0,3.0,5.0,1.0,3.0,1970.0,Unknown,1
No,travel_rarely,556.2566609977324,8.0,2.0,Unknown,1187.0,2.0,1.0,3.0,2.0,HEaLTHcaRE rePrESEntaTivE,3.0,Unknown,"4492,84$","11681,39$",3.0,No,11.0,3.0,4.0,Part Time,0.0,10.0,2.0,3.0,5.0,4.0,3.0,1989.0,"53914,11$",True
No,Unknown,1770.373015873016,14.0,2.0,Life Sciences,1188.0,2.0,0.0,3.0,4.0,REseArCH DIrecTOr,1.0,Unknown,Unknown,"37177,83$",6.0,No,24.0,4.0,3.0,Full Time,1.0,10.0,3.0,3.0,4.0,1.0,0.0,1980.0,"171590,00$",0
No,travel_rarely,290.03550973654063,8.0,2.0,Medical,1189.0,2.0,0.0,2.0,1.0,hUmaN reSOuRCeS,4.0,Divorced,"2342,59$","6090,75$",1.0,Unknown,13.0,3.0,4.0,Unknown,1.0,6.0,6.0,3.0,5.0,0.0,4.0,1995.0,Unknown,1
No,travel_frequently,290.03550973654063,2.0,1.0,Unknown,1190.0,2.0,0.0,3.0,1.0,REsEARch sCIenTIsT,4.0,Single,"2342,59$","6090,75$",5.0,Unknown,14.0,3.0,4.0,Part Time,0.0,8.0,2.0,3.0,2.0,2.0,2.0,1981.0,"28111,13$",1
No,travel_rarely,239.15873015873007,4.0,3.0,Unknown,1191.0,2.0,1.0,3.0,1.0,resEARCh SCiENTiST,3.0,Unknown,"1931,67$","5022,33$",1.0,Unknown,19.0,3.0,3.0,Unknown,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1996.0,Unknown,True
No,Unknown,373.1825396825397,9.0,4.0,Unknown,1192.0,4.0,0.0,3.0,1.0,ResEarch ScIenTIst,2.0,Unknown,Unknown,"7836,83$",8.0,Yes,14.0,3.0,4.0,Full Time,1.0,3.0,2.0,3.0,1.0,0.0,0.0,1983.0,"36170,00$",1
Yes,Unknown,1032.4872861766066,1.0,4.0,Life Sciences,1193.0,1.0,0.0,2.0,3.0,SALeS execUtivE,3.0,Married,"8339,32$","21682,23$",5.0,Unknown,11.0,3.0,3.0,Part Time,0.0,10.0,2.0,1.0,14.0,11.0,7.0,1986.0,"100071,84$",True
No,travel_frequently,290.03550973654063,-18.0,3.0,Technical Degree,1194.0,3.0,1.0,3.0,1.0,sALES REprEsEntATive,4.0,Unknown,"2342,59$","6090,75$",1.0,No,15.0,3.0,2.0,Part Time,1.0,3.0,5.0,3.0,3.0,0.0,2.0,1994.0,"28111,13$",False
No,Unknown,276.92063492063494,10.0,1.0,Unknown,1195.0,3.0,0.0,3.0,1.0,RESeARch ScIeNtisT,3.0,Married,Unknown,"5815,33$",0.0,Unknown,17.0,3.0,2.0,Part Time,1.0,3.0,0.0,2.0,2.0,0.0,2.0,1985.0,"26840,00$",0
No,Unknown,556.2566609977324,-46.0,4.0,Unknown,1196.0,46.0,0.0,4.0,2.0,SaLEs eXeCUtivE,4.0,Divorced,"4492,84$","11681,39$",0.0,No,11.0,3.0,4.0,Unknown,1.0,16.0,2.0,2.0,15.0,0.0,9.0,1989.0,"53914,11$",Yes
No,travel_rarely,290.03550973654063,10.0,4.0,Life Sciences,1197.0,3.0,1.0,3.0,1.0,saleS RePreSeNtatIve,3.0,Married,"2342,59$","6090,75$",1.0,Yes,19.0,3.0,4.0,Part Time,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1989.0,"28111,13$",False
No,travel_rarely,1984.7698412698408,-12.0,4.0,Medical,1198.0,12.0,0.0,3.0,5.0,REsEarcH DIReCTOR,3.0,Marreid,"16030,83$","41680,17$",2.0,Unknown,11.0,3.0,4.0,Full Time,1.0,29.0,2.0,2.0,8.0,7.0,7.0,1973.0,"192370,00$",0
Yes,Unknown,245.2460317460317,21.0,3.0,Unknown,1199.0,1.0,0.0,3.0,1.0,LAboRATory tEChnicIAN,3.0,Unknown,"1980,83$","5150,17$",1.0,No,20.0,3.0,3.0,Part Time,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1997.0,"23770,00$",False
No,travel_frequently,290.03550973654063,6.0,3.0,Life Sciences,1200.0,3.0,0.0,2.0,1.0,rEseARCH ScIeNtIST,3.0,Divorced,"2342,59$","6090,75$",1.0,Yes,14.0,3.0,4.0,Unknown,1.0,10.0,2.0,3.0,3.0,0.0,2.0,1995.0,Unknown,0
Yes,Unknown,290.03550973654063,12.0,1.0,Unknown,1201.0,3.0,1.0,3.0,1.0,lAboratOrY TeChnICiAn,4.0,Married,Unknown,"6090,75$",1.0,Unknown,11.0,3.0,4.0,Unknown,0.0,10.0,4.0,2.0,1.0,0.0,0.0,1995.0,"28111,13$",True
No,Unknown,456.2380952380952,-29.0,2.0,Medical,1202.0,29.0,1.0,2.0,2.0,reSearCh SCIeNtisT,4.0,Marreid,Unknown,"9581,00$",3.0,Yes,13.0,3.0,4.0,Part Time,1.0,16.0,3.0,1.0,1.0,0.0,0.0,1983.0,"44220,00$",1
No,travel_rarely,263.3015873015873,-47.0,2.0,Unknown,1203.0,3.0,0.0,3.0,1.0,reseaRCh sCiEnTISt,1.0,Single,"2126,67$","5529,33$",1.0,No,25.0,3.0,3.0,Unknown,0.0,1.0,4.0,3.0,1.0,0.0,0.0,2004.0,Unknown,False
No,travel_rarely,276.3015873015873,21.0,3.0,Marketing,1204.0,3.0,0.0,4.0,1.0,saLeS RePRESEntatIvE,4.0,Single,"2231,67$","5802,33$",1.0,Unknown,17.0,3.0,4.0,Part Time,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2003.0,"26780,00$",Yes
No,Unknown,556.2566609977324,10.0,3.0,Unknown,1205.0,2.0,1.0,2.0,2.0,sALeS EXEcutive,2.0,Divorced,Unknown,"11681,39$",7.0,No,12.0,3.0,2.0,Part Time,1.0,7.0,2.0,4.0,5.0,1.0,3.0,1983.0,"53914,11$",False
Yes,Unknown,290.03550973654063,10.0,3.0,Unknown,1206.0,1.0,1.0,2.0,1.0,RESEArCH SciENtIST,2.0,Unknown,Unknown,"6090,75$",1.0,Unknown,25.0,4.0,2.0,Part Time,0.0,10.0,2.0,4.0,1.0,0.0,0.0,2004.0,"28111,13$",True
No,Unknown,533.515873015873,3.0,3.0,Unknown,1207.0,3.0,1.0,2.0,2.0,SaleS EXeCutiVe,4.0,Single,Unknown,"11203,83$",5.0,No,17.0,3.0,4.0,Part Time,0.0,13.0,2.0,3.0,6.0,0.0,5.0,1964.0,"51710,00$",False
No,travel_rarely,1229.428571428571,17.0,4.0,Medical,1208.0,2.0,1.0,3.0,3.0,ManAGEr,1.0,Unknown,Unknown,"25818,00$",1.0,Yes,23.0,4.0,4.0,Full Time,2.0,10.0,2.0,3.0,9.0,0.0,8.0,1993.0,"119160,00$",False
No,travel_rarely,967.7777777777778,29.0,3.0,Unknown,1209.0,2.0,0.0,3.0,3.0,mANUFACtuRIng DIRECtor,4.0,Married,Unknown,"20323,33$",4.0,Yes,18.0,3.0,4.0,Part Time,2.0,10.0,4.0,4.0,3.0,1.0,2.0,1978.0,"93800,00$",True
No,travel_rarely,290.03550973654063,2.0,3.0,Unknown,1210.0,3.0,0.0,3.0,1.0,REsEArch ScieNtISt,3.0,Unknown,"2342,59$","6090,75$",2.0,No,14.0,3.0,3.0,Unknown,1.0,10.0,3.0,4.0,3.0,1.0,2.0,1983.0,Unknown,0
No,Unknown,556.2566609977324,-42.0,1.0,Life Sciences,1211.0,4.0,0.0,3.0,2.0,sALEs EXEcUtiVE,3.0,Unknown,"4492,84$","11681,39$",8.0,Unknown,15.0,3.0,3.0,Unknown,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1993.0,Unknown,0
No,Unknown,290.03550973654063,-24.0,2.0,Technical Degree,1212.0,3.0,0.0,2.0,1.0,LaBoratory TECHnICIAn,1.0,Unknown,Unknown,"6090,75$",0.0,Unknown,14.0,3.0,2.0,Part Time,3.0,10.0,3.0,3.0,1.0,0.0,0.0,1999.0,"28111,13$",False
No,Unknown,606.4603174603175,5.0,2.0,Life Sciences,1213.0,4.0,1.0,2.0,2.0,reSEaRCh SCIEnTiSt,2.0,Married,"4898,33$","12735,67$",3.0,No,12.0,3.0,1.0,Unknown,1.0,12.0,2.0,3.0,7.0,2.0,5.0,1991.0,Unknown,True
Yes,travel_rarely,290.03550973654063,24.0,3.0,Medical,1214.0,3.0,0.0,3.0,1.0,lAbOrAtOrY tEChNiCiAN,2.0,Married,"2342,59$","6090,75$",1.0,Unknown,17.0,3.0,3.0,Part Time,3.0,10.0,3.0,3.0,1.0,0.0,0.0,1995.0,"28111,13$",0
No,Unknown,556.2566609977324,11.0,4.0,Unknown,1215.0,4.0,1.0,3.0,2.0,saLES exEcutivE,4.0,Single,Unknown,"11681,39$",3.0,Unknown,12.0,3.0,3.0,Part Time,0.0,8.0,1.0,4.0,5.0,0.0,4.0,1974.0,"53914,11$",True
No,travel_frequently,254.63492063492063,2.0,2.0,Medical,1216.0,3.0,1.0,2.0,1.0,LABorATory TecHnIcIaN,2.0,Married,Unknown,"5347,33$",4.0,Unknown,14.0,3.0,2.0,Part Time,1.0,9.0,4.0,2.0,6.0,0.0,5.0,1985.0,"24680,00$",0
No,travel_rarely,1973.9841269841268,2.0,4.0,Unknown,1217.0,3.0,0.0,3.0,5.0,REseARcH DiRectOr,4.0,Unknown,"15943,72$","41453,67$",7.0,Unknown,17.0,3.0,3.0,Full Time,1.0,24.0,3.0,3.0,2.0,2.0,2.0,1977.0,"191324,62$",1
Yes,travel_frequently,556.2566609977324,9.0,4.0,Life Sciences,1218.0,4.0,0.0,3.0,2.0,LaBorATORy TeChNiCiAN,1.0,Unknown,Unknown,"11681,39$",4.0,Unknown,17.0,3.0,3.0,Part Time,1.0,10.0,3.0,2.0,7.0,0.0,7.0,1989.0,"53914,11$",False
No,Unknown,425.8015873015873,20.0,3.0,Life Sciences,1219.0,3.0,0.0,3.0,2.0,sALeS ExEcUTiVe,4.0,Unknown,"3439,17$","8941,83$",2.0,Unknown,18.0,3.0,4.0,Part Time,1.0,7.0,6.0,3.0,2.0,2.0,2.0,1984.0,"41270,00$",0
Yes,travel_rarely,221.6190476190476,20.0,2.0,Unknown,1220.0,4.0,1.0,3.0,1.0,HumAN REsourceS,2.0,Married,"1790,00$","4654,00$",0.0,Yes,11.0,3.0,3.0,Part Time,0.0,6.0,3.0,3.0,5.0,1.0,4.0,1997.0,"21480,00$",Yes
No,travel_rarely,556.2566609977324,7.0,4.0,Medical,1221.0,4.0,1.0,3.0,2.0,rESearcH sCientist,4.0,Married,"4492,84$","11681,39$",4.0,No,15.0,3.0,2.0,Unknown,1.0,14.0,2.0,2.0,7.0,1.0,7.0,1969.0,Unknown,False
No,travel_frequently,400.936507936508,2.0,1.0,Unknown,1222.0,2.0,0.0,2.0,2.0,hUMaN rESouRces,4.0,Unknown,Unknown,"8419,67$",1.0,No,21.0,4.0,4.0,Part Time,0.0,10.0,2.0,2.0,10.0,0.0,8.0,1987.0,"38860,00$",True
Yes,travel_frequently,290.03550973654063,5.0,2.0,Unknown,1223.0,1.0,1.0,4.0,1.0,reseaRCh SCIentIst,3.0,Unknown,"2342,59$","6090,75$",3.0,Yes,14.0,3.0,1.0,Part Time,0.0,8.0,2.0,3.0,4.0,0.0,3.0,1991.0,"28111,13$",0
No,Unknown,687.8650793650794,15.0,4.0,Unknown,1224.0,3.0,1.0,3.0,2.0,HeaLTHcare RePrESENtATIVe,4.0,Unknown,"5555,83$","14445,17$",5.0,No,18.0,3.0,2.0,Unknown,1.0,9.0,6.0,3.0,5.0,1.0,2.0,1991.0,Unknown,Yes
Yes,Unknown,290.03550973654063,17.0,3.0,Unknown,1225.0,3.0,0.0,2.0,1.0,LaBOrAToRy teChNiciAn,4.0,Unknown,"2342,59$","6090,75$",5.0,No,12.0,3.0,1.0,Part Time,1.0,10.0,2.0,2.0,4.0,0.0,3.0,1995.0,"28111,13$",Yes
No,Unknown,290.03550973654063,1.0,2.0,Medical,1226.0,2.0,0.0,2.0,1.0,labOrATORy tEChNiCiaN,3.0,Divorced,"2342,59$","6090,75$",1.0,Unknown,12.0,3.0,3.0,Unknown,3.0,10.0,2.0,2.0,1.0,0.0,0.0,1990.0,Unknown,0
Yes,travel_rarely,215.63492063492063,2.0,2.0,Unknown,1227.0,4.0,0.0,2.0,1.0,lAbOratOry teChnIcIan,3.0,Single,Unknown,"4528,33$",6.0,Yes,15.0,3.0,2.0,Unknown,0.0,7.0,3.0,3.0,0.0,0.0,0.0,1986.0,"20900,00$",True
No,travel_rarely,290.03550973654063,3.0,3.0,Medical,1228.0,3.0,1.0,4.0,1.0,lAboRAtoRY TeCHNiCIAN,1.0,Unknown,Unknown,"6090,75$",4.0,Unknown,20.0,3.0,1.0,Unknown,3.0,12.0,3.0,2.0,1.0,0.0,0.0,1964.0,"28111,13$",True
No,travel_rarely,290.03550973654063,24.0,1.0,Life Sciences,1229.0,4.0,0.0,3.0,1.0,LaboRAtory tECHnicIAn,3.0,Divorced,"2342,59$","6090,75$",1.0,Unknown,22.0,4.0,2.0,Unknown,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1993.0,Unknown,True
No,Unknown,290.03550973654063,16.0,2.0,Unknown,1230.0,4.0,0.0,4.0,1.0,LAboraTORy TeCHNicIan,4.0,Unknown,"2342,59$","6090,75$",1.0,Yes,13.0,3.0,2.0,Unknown,2.0,10.0,2.0,2.0,1.0,0.0,0.0,2001.0,"28111,13$",False
No,travel_rarely,290.03550973654063,15.0,2.0,Unknown,1231.0,3.0,0.0,3.0,1.0,rEsEarCH SCieNTist,4.0,Single,Unknown,"6090,75$",1.0,No,14.0,3.0,4.0,Part Time,0.0,0.0,6.0,3.0,0.0,0.0,0.0,2002.0,"28111,13$",Yes
No,travel_rarely,290.03550973654063,9.0,2.0,Medical,1232.0,4.0,0.0,2.0,1.0,lABorATORY tEChNIcIAn,3.0,Unknown,"2342,59$","6090,75$",1.0,Unknown,13.0,3.0,1.0,Part Time,0.0,10.0,5.0,3.0,10.0,1.0,8.0,1993.0,"28111,13$",0
Yes,travel_rarely,215.2222222222222,-18.0,3.0,Technical Degree,1233.0,18.0,0.0,3.0,2.0,SaLes REprESENTAtIVE,4.0,Marreid,Unknown,"4519,67$",3.0,No,14.0,3.0,3.0,Part Time,1.0,19.0,6.0,4.0,1.0,0.0,0.0,1984.0,"20860,00$",True
Yes,travel_rarely,290.03550973654063,1.0,3.0,Unknown,1234.0,2.0,0.0,3.0,1.0,ReSEaRCH scientiSt,4.0,Unknown,Unknown,"6090,75$",2.0,Yes,16.0,3.0,1.0,Part Time,1.0,6.0,2.0,3.0,2.0,2.0,0.0,1999.0,"28111,13$",False
No,Unknown,201.2936507936508,4.0,2.0,Other,1235.0,3.0,0.0,3.0,1.0,LaborAtorY Technician,4.0,Divorced,Unknown,"4227,17$",1.0,Unknown,12.0,3.0,3.0,Part Time,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1988.0,"19510,00$",1
No,Unknown,290.03550973654063,2.0,4.0,Life Sciences,1236.0,4.0,1.0,3.0,1.0,LABoRatoRY TeChnICiAN,1.0,Divorced,"2342,59$","6090,75$",1.0,Unknown,13.0,3.0,4.0,Part Time,1.0,10.0,6.0,3.0,1.0,0.0,0.0,1996.0,"28111,13$",False
Yes,Unknown,290.03550973654063,25.0,3.0,Life Sciences,1237.0,1.0,0.0,1.0,1.0,lAbORatOrY teCHNIciaN,3.0,Single,"2342,59$","6090,75$",1.0,Unknown,12.0,3.0,3.0,Unknown,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1997.0,Unknown,0
No,Unknown,311.79365079365084,-24.0,2.0,Life Sciences,1238.0,2.0,0.0,3.0,1.0,rEseaRCH sCIeNtiSt,2.0,Married,Unknown,"6547,67$",4.0,No,21.0,4.0,1.0,Full Time,0.0,8.0,1.0,3.0,1.0,0.0,0.0,1986.0,"30220,00$",0
No,Unknown,290.03550973654063,-46.0,1.0,Unknown,1239.0,46.0,0.0,4.0,1.0,LABORatoRy tECHNICIaN,4.0,Unknown,"2342,59$","6090,75$",1.0,No,19.0,3.0,4.0,Unknown,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1988.0,Unknown,True
Yes,Unknown,1032.4872861766066,1.0,2.0,Unknown,1240.0,1.0,0.0,2.0,3.0,laBORAToRy TechNicIaN,3.0,Unknown,"8339,32$","21682,23$",9.0,Unknown,13.0,3.0,4.0,Part Time,0.0,10.0,2.0,3.0,1.0,0.0,0.0,1975.0,"100071,84$",False
No,non-travel,1032.4872861766066,11.0,2.0,Medical,1241.0,3.0,0.0,2.0,3.0,healThcaRE REPReSEntAtIVe,1.0,Married,"8339,32$","21682,23$",2.0,Yes,13.0,3.0,3.0,Part Time,1.0,10.0,3.0,3.0,4.0,2.0,3.0,1988.0,"100071,84$",True
No,travel_rarely,1582.7713464696226,8.0,3.0,Unknown,1242.0,4.0,1.0,3.0,4.0,MaNaGer,3.0,Divorced,"12783,92$","33238,20$",2.0,Yes,14.0,3.0,3.0,Full Time,3.0,21.0,2.0,3.0,5.0,0.0,2.0,1968.0,"153407,07$",Yes
No,Unknown,1003.2698412698412,7.0,3.0,Life Sciences,1243.0,2.0,0.0,3.0,3.0,resEaRCH sCienTISt,1.0,Unknown,"8103,33$","21068,67$",2.0,No,17.0,3.0,3.0,Part Time,1.0,10.0,2.0,3.0,1.0,0.0,0.0,1978.0,"97240,00$",Yes
Yes,Unknown,349.5555555555556,9.0,3.0,Medical,1244.0,4.0,0.0,2.0,1.0,ReSEARch SciEntiST,3.0,Unknown,"2823,33$","7340,67$",0.0,Unknown,17.0,3.0,1.0,Full Time,1.0,10.0,0.0,2.0,1.0,0.0,0.0,1987.0,"33880,00$",True
No,travel_rarely,313.44444444444446,6.0,3.0,Life Sciences,1245.0,2.0,1.0,4.0,1.0,LABOrATOrY TEchnIcIAn,4.0,Unknown,"2531,67$","6582,33$",3.0,No,12.0,3.0,2.0,Unknown,0.0,10.0,3.0,3.0,1.0,0.0,0.0,1987.0,Unknown,1
No,travel_rarely,1032.4872861766066,6.0,4.0,Other,1246.0,4.0,0.0,3.0,3.0,ReSeARCh DireCtOr,1.0,Unknown,Unknown,"21682,23$",4.0,Yes,14.0,3.0,2.0,Part Time,0.0,10.0,3.0,4.0,0.0,0.0,0.0,1978.0,"100071,84$",0
No,Unknown,1032.4872861766066,1.0,2.0,Unknown,1247.0,1.0,0.0,3.0,3.0,sALES ExecUtIve,4.0,Married,"8339,32$","21682,23$",3.0,Unknown,14.0,3.0,4.0,Unknown,1.0,10.0,4.0,3.0,1.0,1.0,0.0,1968.0,Unknown,Yes
No,Unknown,239.57142857142856,2.0,1.0,Technical Degree,1248.0,3.0,0.0,3.0,1.0,salEs REPREsENtaTIve,1.0,Divorced,"1935,00$","5031,00$",3.0,No,13.0,3.0,3.0,Part Time,1.0,10.0,3.0,3.0,0.0,0.0,0.0,2000.0,"23220,00$",0
No,travel_rarely,290.03550973654063,1.0,1.0,Life Sciences,1249.0,4.0,0.0,3.0,1.0,rESEARCh ScIENtIst,1.0,Single,"2342,59$","6090,75$",1.0,No,13.0,3.0,4.0,Part Time,0.0,10.0,2.0,3.0,1.0,0.0,0.0,1991.0,"28111,13$",Yes
Yes,Unknown,301.8888888888889,6.0,3.0,Life Sciences,1250.0,4.0,1.0,2.0,1.0,LaBORatORy tEchNiCian,4.0,Single,"2438,33$","6339,67$",1.0,Yes,18.0,3.0,2.0,Unknown,0.0,10.0,5.0,3.0,1.0,1.0,0.0,2003.0,Unknown,False
No,Unknown,556.2566609977324,2.0,2.0,Life Sciences,1251.0,3.0,0.0,2.0,2.0,HeALTHCARE REPreSEnTAtIVE,4.0,Divorced,"4492,84$","11681,39$",5.0,No,14.0,3.0,4.0,Part Time,1.0,17.0,2.0,4.0,1.0,0.0,0.0,1986.0,"53914,11$",0
No,Unknown,290.03550973654063,15.0,3.0,Unknown,1252.0,2.0,1.0,3.0,1.0,laBorATOrY TeChNIcIAn,4.0,Single,"2342,59$","6090,75$",1.0,No,15.0,3.0,3.0,Part Time,0.0,10.0,5.0,3.0,0.0,0.0,0.0,2001.0,"28111,13$",False
No,Unknown,464.8015873015873,-24.0,4.0,Life Sciences,1253.0,24.0,1.0,2.0,2.0,reSeARCh scientIST,2.0,Unknown,"3754,17$","9760,83$",6.0,Unknown,15.0,3.0,3.0,Part Time,1.0,10.0,3.0,3.0,1.0,0.0,0.0,1989.0,"45050,00$",True
No,Unknown,292.5,3.0,2.0,Life Sciences,1254.0,1.0,1.0,3.0,1.0,LAbOrAtorY tEcHNIciaN,4.0,Divorced,Unknown,"6142,50$",5.0,Unknown,22.0,4.0,1.0,Full Time,1.0,10.0,2.0,3.0,1.0,0.0,0.0,1987.0,"28350,00$",0
Yes,travel_rarely,290.03550973654063,22.0,1.0,Marketing,1255.0,4.0,0.0,3.0,1.0,sALEs RePREsentaTive,3.0,Single,Unknown,"6090,75$",1.0,Yes,19.0,3.0,4.0,Part Time,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2004.0,"28111,13$",Yes
