Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
Yes,Unknown,245.25,21,3,Unknown,1199,1,F,3,1,Laboratory technician,3,Unknown,1,No,20,3.0,3,Part time,1,0,3.0,1,0,0,1997,23770.0,no
No,Travel_frequently,290.04,6,3,Life sciences,1200,3,F,2,1,Research scientist,3,Divorced,1,Yes,14,3.0,4,Unknown,1,2,3.0,3,0,2,1995,53914.11,no
Yes,Unknown,290.04,12,1,Unknown,1201,3,M,3,1,Laboratory technician,4,Married,1,Nan,11,3.0,4,Unknown,0,4,3.0,1,0,0,1995,28111.13,yes
No,Unknown,456.24,29,2,Medical,1202,29,M,2,2,Research scientist,4,Marreid,3,Yes,13,3.0,4,Part time,1,3,3.0,1,0,0,1983,44220.0,yes
No,Travel_rarely,263.3,47,2,Unknown,1203,3,F,3,1,Research scientist,1,Single,1,No,25,3.0,3,Unknown,0,4,3.0,1,0,0,2004,53914.11,no
No,Travel_rarely,276.3,21,3,Marketing,1204,3,F,4,1,Sales representative,4,Single,1,Nan,17,3.0,4,Part time,0,2,3.0,2,2,2,2003,26780.0,yes
No,Unknown,556.26,10,3,Unknown,1205,2,M,2,2,Sales executive,2,Divorced,7,No,12,3.0,2,Part time,1,2,3.0,5,1,3,1983,53914.11,no
Yes,Unknown,290.04,10,3,Unknown,1206,1,M,2,1,Research scientist,2,Unknown,1,Nan,25,3.0,2,Part time,0,2,3.0,1,0,0,2004,28111.13,yes
No,Unknown,533.52,3,3,Unknown,1207,3,M,2,2,Sales executive,4,Single,5,No,17,3.0,4,Part time,0,2,3.0,6,0,5,1964,51710.0,no
No,Travel_rarely,1229.43,17,4,Medical,1208,2,M,3,3,Manager,1,Unknown,1,Yes,23,3.0,4,Full time,2,2,3.0,9,0,8,1993,119160.0,no
No,Travel_rarely,967.78,29,3,Unknown,1209,2,F,3,3,Manufacturing director,4,Married,4,Yes,18,3.0,4,Part time,2,4,3.0,3,1,2,1978,93800.0,yes
No,Travel_rarely,290.04,2,3,Unknown,1210,3,F,3,1,Research scientist,3,Unknown,2,No,14,3.0,3,Unknown,1,3,3.0,3,1,2,1983,53914.11,no
No,Unknown,556.26,42,1,Life sciences,1211,4,F,3,2,Sales executive,3,Unknown,8,Nan,15,3.0,3,Unknown,2,2,3.0,2,2,2,1993,53914.11,no
No,Unknown,290.04,24,2,Technical degree,1212,3,F,2,1,Laboratory technician,1,Unknown,0,Nan,14,3.0,2,Part time,3,3,3.0,1,0,0,1999,28111.13,no
No,Unknown,606.46,5,2,Life sciences,1213,4,M,2,2,Research scientist,2,Married,3,No,12,3.0,1,Unknown,1,2,3.0,7,2,5,1991,53914.11,yes
Yes,Travel_rarely,290.04,24,3,Medical,1214,3,F,3,1,Laboratory technician,2,Married,1,Nan,17,3.0,3,Part time,3,3,3.0,1,0,0,1995,28111.13,no
No,Unknown,556.26,11,4,Unknown,1215,4,M,3,2,Sales executive,4,Single,3,Nan,12,3.0,3,Part time,0,1,3.0,5,0,4,1974,53914.11,yes
No,Travel_frequently,254.63,2,2,Medical,1216,3,M,2,1,Laboratory technician,2,Married,4,Nan,14,3.0,2,Part time,1,4,3.0,6,0,5,1985,24680.0,no
No,Travel_rarely,1973.98,2,4,Unknown,1217,3,F,3,5,Research director,4,Unknown,7,Nan,17,3.0,3,Full time,1,3,3.0,2,2,2,1977,191324.62,yes
Yes,Travel_frequently,556.26,9,4,Life sciences,1218,4,F,3,2,Laboratory technician,1,Unknown,4,Nan,17,3.0,3,Part time,1,3,3.0,7,0,7,1989,53914.11,no
No,Unknown,425.8,20,3,Life sciences,1219,3,F,3,2,Sales executive,4,Unknown,2,Nan,18,3.0,4,Part time,1,6,3.0,2,2,2,1984,41270.0,no
Yes,Travel_rarely,221.62,20,2,Unknown,1220,4,M,3,1,Human resources,2,Married,0,Yes,11,3.0,3,Part time,0,3,3.0,5,1,4,1997,21480.0,yes
No,Travel_rarely,556.26,7,4,Medical,1221,4,M,3,2,Research scientist,4,Married,4,No,15,3.0,2,Unknown,1,2,3.0,7,1,7,1969,53914.11,no
No,Travel_frequently,400.94,2,1,Unknown,1222,2,F,2,2,Human resources,4,Unknown,1,No,21,3.0,4,Part time,0,2,3.0,10,0,8,1987,38860.0,yes
Yes,Travel_frequently,290.04,5,2,Unknown,1223,1,M,4,1,Research scientist,3,Unknown,3,Yes,14,3.0,1,Part time,0,2,3.0,4,0,3,1991,28111.13,no
No,Unknown,687.87,15,4,Unknown,1224,3,M,3,2,Healthcare representative,4,Unknown,5,No,18,3.0,2,Unknown,1,6,3.0,5,1,2,1991,53914.11,yes
Yes,Unknown,290.04,17,3,Unknown,1225,3,F,2,1,Laboratory technician,4,Unknown,5,No,12,3.0,1,Part time,1,2,3.0,4,0,3,1995,28111.13,yes
No,Unknown,290.04,1,2,Medical,1226,2,F,2,1,Laboratory technician,3,Divorced,1,Nan,12,3.0,3,Unknown,3,2,3.0,1,0,0,1990,53914.11,no
Yes,Travel_rarely,215.63,2,2,Unknown,1227,4,F,2,1,Laboratory technician,3,Single,6,Yes,15,3.0,2,Unknown,0,3,3.0,0,0,0,1986,20900.0,yes
No,Travel_rarely,290.04,3,3,Medical,1228,3,M,4,1,Laboratory technician,1,Unknown,4,Nan,20,3.0,1,Unknown,3,3,3.0,1,0,0,1964,28111.13,yes
No,Travel_rarely,290.04,24,1,Life sciences,1229,4,F,3,1,Laboratory technician,3,Divorced,1,Nan,22,3.0,2,Unknown,1,2,3.0,1,0,0,1993,53914.11,yes
No,Unknown,290.04,16,2,Unknown,1230,4,F,4,1,Laboratory technician,4,Unknown,1,Yes,13,3.0,2,Unknown,2,2,3.0,1,0,0,2001,28111.13,no
No,Travel_rarely,290.04,15,2,Unknown,1231,3,F,3,1,Research scientist,4,Single,1,No,14,3.0,4,Part time,0,6,3.0,0,0,0,2002,28111.13,yes
No,Travel_rarely,290.04,9,2,Medical,1232,4,F,2,1,Laboratory technician,3,Unknown,1,Nan,13,3.0,1,Part time,0,5,3.0,10,1,8,1993,28111.13,no
Yes,Travel_rarely,215.22,18,3,Technical degree,1233,18,F,3,2,Sales representative,4,Marreid,3,No,14,3.0,3,Part time,1,6,3.0,1,0,0,1984,20860.0,yes
Yes,Travel_rarely,290.04,1,3,Unknown,1234,2,F,3,1,Research scientist,4,Unknown,2,Yes,16,3.0,1,Part time,1,2,3.0,2,2,0,1999,28111.13,no
No,Unknown,201.29,4,2,Other,1235,3,F,3,1,Laboratory technician,4,Divorced,1,Nan,12,3.0,3,Part time,1,3,3.0,1,0,0,1988,19510.0,yes
No,Unknown,290.04,2,4,Life sciences,1236,4,M,3,1,Laboratory technician,1,Divorced,1,Nan,13,3.0,4,Part time,1,6,3.0,1,0,0,1996,28111.13,no
Yes,Unknown,290.04,25,3,Life sciences,1237,1,F,1,1,Laboratory technician,3,Single,1,Nan,12,3.0,3,Unknown,0,2,3.0,1,0,1,1997,53914.11,no
No,Unknown,311.79,24,2,Life sciences,1238,2,F,3,1,Research scientist,2,Married,4,No,21,3.0,1,Full time,0,1,3.0,1,0,0,1986,30220.0,no
No,Unknown,290.04,46,1,Unknown,1239,46,F,4,1,Laboratory technician,4,Unknown,1,No,19,3.0,4,Unknown,0,2,3.0,1,0,1,1988,53914.11,yes
Yes,Unknown,1032.49,1,2,Unknown,1240,1,F,2,3,Laboratory technician,3,Unknown,9,Nan,13,3.0,4,Part time,0,2,3.0,1,0,0,1975,100071.84,no
No,Non-travel,1032.49,11,2,Medical,1241,3,F,2,3,Healthcare representative,1,Married,2,Yes,13,3.0,3,Part time,1,3,3.0,4,2,3,1988,100071.84,yes
No,Travel_rarely,1582.77,8,3,Unknown,1242,4,M,3,4,Manager,3,Divorced,2,Yes,14,3.0,3,Full time,3,2,3.0,5,0,2,1968,153407.07,yes
No,Unknown,1003.27,7,3,Life sciences,1243,2,F,3,3,Research scientist,1,Unknown,2,No,17,3.0,3,Part time,1,2,3.0,1,0,0,1978,97240.0,yes
Yes,Unknown,349.56,9,3,Medical,1244,4,F,2,1,Research scientist,3,Unknown,0,Nan,17,3.0,1,Full time,1,0,3.0,1,0,0,1987,33880.0,yes
No,Travel_rarely,313.44,6,3,Life sciences,1245,2,M,4,1,Laboratory technician,4,Unknown,3,No,12,3.0,2,Unknown,0,3,3.0,1,0,0,1987,53914.11,yes
No,Travel_rarely,1032.49,6,4,Other,1246,4,F,3,3,Research director,1,Unknown,4,Yes,14,3.0,2,Part time,0,3,3.0,0,0,0,1978,100071.84,no
No,Unknown,1032.49,1,2,Unknown,1247,1,F,3,3,Sales executive,4,Married,3,Nan,14,3.0,4,Unknown,1,4,3.0,1,1,0,1968,53914.11,yes
No,Unknown,239.57,2,1,Technical degree,1248,3,F,3,1,Sales representative,1,Divorced,3,No,13,3.0,3,Part time,1,3,3.0,0,0,0,2000,23220.0,no
No,Travel_rarely,290.04,1,1,Life sciences,1249,4,F,3,1,Research scientist,1,Single,1,No,13,3.0,4,Part time,0,2,3.0,1,0,0,1991,28111.13,yes
Yes,Unknown,301.89,6,3,Life sciences,1250,4,M,2,1,Laboratory technician,4,Single,1,Yes,18,3.0,2,Unknown,0,5,3.0,1,1,0,2003,53914.11,no
No,Unknown,556.26,2,2,Life sciences,1251,3,F,2,2,Healthcare representative,4,Divorced,5,No,14,3.0,4,Part time,1,2,3.0,1,0,0,1986,53914.11,no
No,Unknown,290.04,15,3,Unknown,1252,2,M,3,1,Laboratory technician,4,Single,1,No,15,3.0,3,Part time,0,5,3.0,0,0,0,2001,28111.13,no
No,Unknown,464.8,24,4,Life sciences,1253,24,M,2,2,Research scientist,2,Unknown,6,Nan,15,3.0,3,Part time,1,3,3.0,1,0,0,1989,45050.0,yes
No,Unknown,292.5,3,2,Life sciences,1254,1,M,3,1,Laboratory technician,4,Divorced,5,Nan,22,3.0,1,Full time,1,2,3.0,1,0,0,1987,28350.0,no
Yes,Travel_rarely,290.04,22,1,Marketing,1255,4,F,3,1,Sales representative,3,Single,1,Yes,19,3.0,4,Part time,0,2,3.0,0,0,0,2004,28111.13,yes
No,Unknown,290.04,9,4,Life sciences,1256,3,F,3,1,Laboratory technician,1,Unknown,2,Nan,21,3.0,4,Part time,1,2,3.0,5,1,4,1982,28111.13,yes
No,Unknown,290.04,18,1,Unknown,1257,2,M,3,1,Laboratory technician,2,Single,1,No,14,3.0,4,Part time,0,3,3.0,1,0,0,2004,28111.13,no
No,Unknown,556.26,7,4,Unknown,1258,2,F,2,2,Manufacturing director,3,Married,2,No,17,3.0,3,Unknown,0,2,3.0,1,0,0,1972,53914.11,yes
No,Unknown,290.04,9,3,Unknown,1259,2,M,2,1,Research scientist,2,Married,4,Yes,20,3.0,2,Part time,1,3,3.0,1,0,0,1965,28111.13,no
Yes,Travel_frequently,290.04,1,1,Unknown,1260,3,M,1,1,Sales representative,1,Unknown,0,No,21,3.0,1,Part time,0,5,3.0,0,0,0,2004,28111.13,yes
Yes,Travel_rarely,290.04,2,3,Life sciences,1261,2,F,2,1,Laboratory technician,4,Single,1,Nan,22,3.0,3,Part time,0,3,3.0,1,1,0,2004,28111.13,yes
Yes,Travel_rarely,556.26,23,2,Unknown,1262,2,F,2,2,Manufacturing director,3,Unknown,3,Yes,13,3.0,1,Part time,0,1,3.0,1,0,1,1988,53914.11,yes
No,Travel_rarely,676.1,38,4,Unknown,1263,4,F,3,2,Manufacturing director,3,Unknown,9,Nan,14,3.0,2,Full time,0,3,3.0,1,0,0,1985,65530.0,no
Yes,Unknown,688.48,29,1,Medical,1264,2,F,3,2,Healthcare representative,1,Married,7,Yes,19,3.0,2,Full time,0,2,3.0,1,0,0,1985,66730.0,no
No,Unknown,1402.25,6,3,Life sciences,1265,4,M,3,3,Manager,4,Single,3,Yes,18,3.0,3,Full time,0,3,3.0,1,0,0,1982,135910.0,no
No,Travel_rarely,224.61,3,3,Life sciences,1266,3,F,2,1,Research scientist,4,Married,3,Nan,17,3.0,1,Part time,1,6,3.0,1,0,0,1964,21770.0,yes
No,Travel_rarely,2013.66,1,4,Medical,1267,4,M,3,5,Manager,4,Divorced,3,No,11,3.0,3,Full time,1,3,3.0,7,0,6,1973,195170.0,no
No,Travel_rarely,556.26,19,2,Life sciences,1268,3,F,3,2,Research scientist,1,Divorced,2,Nan,16,3.0,1,Part time,2,2,3.0,1,0,0,1982,53914.11,yes
No,Unknown,1981.16,1,3,Unknown,1269,3,F,4,5,Manager,4,Unknown,0,Nan,11,3.0,3,Full time,1,2,3.0,24,1,7,1978,192020.0,no
Yes,Unknown,1036.7,10,3,Medical,1270,1,F,3,3,Manufacturing director,3,Unknown,6,No,11,3.0,2,Full time,2,5,3.0,1,0,0,1986,100480.0,yes
No,Unknown,280.94,38,3,Unknown,1271,3,F,3,1,Research scientist,4,Married,1,No,11,3.0,2,Part time,0,0,3.0,1,0,0,1972,27230.0,yes
Yes,Travel_rarely,290.04,2,4,Life sciences,1272,1,F,3,1,Laboratory technician,3,Single,2,Nan,11,3.0,3,Part time,0,5,3.0,0,0,0,1995,28111.13,no
No,Travel_rarely,685.49,2,3,Medical,1273,1,F,2,2,Sales executive,2,Married,2,No,19,3.0,2,Full time,2,2,3.0,0,0,0,1994,66440.0,yes
No,Travel_rarely,556.26,23,3,Medical,1274,2,F,2,2,Healthcare representative,4,Unknown,0,No,21,3.0,2,Part time,1,2,3.0,9,7,8,1992,53914.11,yes
No,Travel_rarely,578.29,7,2,Medical,1275,1,M,4,2,Sales executive,1,Unknown,1,Yes,24,3.0,3,Full time,1,3,3.0,8,7,7,1985,56050.0,no
Yes,Travel_frequently,326.13,12,3,Life sciences,1276,12,F,3,1,Laboratory technician,3,Unknown,3,Yes,22,3.0,4,Full time,1,0,3.0,1,0,0,1979,31610.0,yes
No,Unknown,556.26,3,3,Technical degree,1277,3,F,3,2,Research scientist,2,Single,4,Nan,12,3.0,4,Part time,0,2,3.0,8,7,7,1987,53914.11,yes
Yes,Unknown,146.51,3,3,Unknown,1278,3,F,3,1,Laboratory technician,3,Single,1,No,13,3.0,3,Unknown,0,2,3.0,0,0,0,2005,53914.11,yes
No,Unknown,290.04,18,4,Life sciences,1279,3,F,4,1,Laboratory technician,4,Married,4,No,18,3.0,4,Part time,2,2,3.0,1,0,0,1987,28111.13,yes
No,Unknown,123.81,10,3,Unknown,1280,4,M,2,1,Sales representative,3,Unknown,1,No,12,3.0,1,Part time,0,2,3.0,0,0,0,2005,12000.0,no
Yes,Travel_rarely,540.43,3,2,Unknown,1281,4,M,3,2,Sales executive,3,Married,4,Yes,18,3.0,1,Unknown,0,3,3.0,1,0,0,1984,52380.0,yes
No,Travel_rarely,1030.2,15,3,Unknown,1282,15,M,3,3,Healthcare representative,1,Marreid,8,No,16,3.0,1,Part time,1,1,3.0,1,0,0,1980,99850.0,yes
No,Travel_frequently,556.26,4,1,Medical,1283,2,F,3,2,Sales representative,3,Unknown,3,No,19,3.0,1,Part time,0,3,3.0,0,0,0,1976,53914.11,no
No,Travel_rarely,1649.97,23,5,Unknown,1284,1,M,3,4,Research director,4,Single,2,No,14,3.0,2,Full time,0,2,3.0,1,0,0,1981,159920.0,no
No,Unknown,244.52,2,3,Unknown,1285,3,M,3,1,Laboratory technician,2,Married,1,No,13,3.0,3,Part time,1,4,3.0,8,0,7,1991,23700.0,yes
No,Travel_rarely,1032.49,29,1,Medical,1286,1,M,3,3,Manager,3,Married,3,Nan,21,3.0,2,Part time,1,3,3.0,0,0,0,1975,100071.84,yes
No,Travel_rarely,699.63,2,4,Unknown,1287,1,F,2,2,Healthcare representative,4,Unknown,3,Nan,23,3.0,2,Full time,0,6,3.0,1,0,0,1981,67810.0,no
No,Non-travel,686.42,1,5,Medical,1288,4,M,3,2,Sales executive,4,Unknown,4,Nan,15,3.0,2,Unknown,0,6,3.0,1,0,0,1987,53914.11,yes
Yes,Travel_rarely,294.15,5,3,Marketing,1289,4,M,3,1,Sales representative,3,Single,1,Nan,13,3.0,2,Full time,0,2,3.0,1,0,0,1990,28510.0,no
No,Unknown,542.49,7,4,Medical,1290,3,M,3,2,Manufacturing director,3,Married,2,Nan,14,3.0,3,Part time,0,2,3.0,1,0,0,1977,52580.0,yes
Yes,Travel_rarely,290.04,12,3,Life sciences,1291,3,M,4,1,Sales representative,2,Single,1,Nan,15,3.0,4,Unknown,0,0,3.0,1,0,0,2002,53914.11,no
No,Unknown,255.46,2,1,Technical degree,1292,3,F,3,1,Sales representative,2,Unknown,1,Nan,18,3.0,1,Unknown,1,3,3.0,1,0,0,1993,53914.11,yes
Yes,Travel_frequently,235.75,4,3,Unknown,1293,3,F,3,1,Research scientist,4,Single,9,Yes,23,3.0,3,Part time,0,4,3.0,1,0,0,1993,22850.0,no
No,Travel_rarely,433.02,10,4,Unknown,1294,3,F,3,2,Manufacturing director,2,Single,2,Nan,12,3.0,4,Part time,0,2,3.0,1,0,1,1986,41970.0,yes
No,Travel_rarely,355.75,2,3,Unknown,1295,2,M,2,2,Laboratory technician,3,Married,6,No,22,3.0,2,Unknown,1,3,3.0,1,0,0,1983,53914.11,yes
No,Travel_rarely,470.27,17,2,Unknown,1296,3,F,3,2,Laboratory technician,1,Unknown,1,Nan,12,3.0,4,Part time,1,2,3.0,10,1,8,1995,45580.0,no
No,Travel_frequently,175.6,2,2,Unknown,1297,4,F,3,1,Laboratory technician,4,Married,1,Yes,23,3.0,3,Part time,1,3,3.0,1,0,0,1985,17020.0,no
Yes,Unknown,264.54,2,2,Technical degree,1298,1,F,2,1,Human resources,4,Single,1,No,12,3.0,3,Part time,0,3,3.0,1,0,0,2004,25640.0,yes
No,Travel_rarely,1582.77,29,3,Unknown,1299,1,F,2,4,Manager,4,Divorced,3,No,12,3.0,3,Full time,1,3,3.0,1,0,0,1966,153407.07,yes
No,Travel_rarely,523.1,2,2,Medical,1300,1,M,3,2,Manufacturing director,4,Unknown,5,Nan,13,3.0,3,Part time,3,2,3.0,5,0,4,1976,50700.0,yes
No,Travel_rarely,390.0,8,4,Life sciences,1301,3,M,3,2,Laboratory technician,3,Single,7,Nan,11,3.0,3,Part time,0,3,3.0,1,0,0,1969,37800.0,no
Yes,Travel_frequently,1013.59,42,3,Unknown,1302,42,F,3,3,Healthcare representative,3,Unknown,3,No,12,3.0,1,Part time,0,2,3.0,1,0,0,1992,98240.0,yes
Yes,Travel_frequently,193.76,5,3,Marketing,1303,2,F,3,1,Sales representative,2,Unknown,1,Yes,14,3.0,4,Part time,0,3,3.0,0,0,0,2005,18780.0,no
No,Unknown,1032.49,28,3,Other,1304,3,F,1,3,Sales executive,1,Unknown,3,No,15,3.0,3,Part time,1,2,3.0,1,0,1,1983,100071.84,yes
No,Unknown,556.26,29,2,Unknown,1305,1,F,3,2,Sales executive,3,Unknown,5,Nan,12,3.0,1,Part time,2,5,3.0,0,0,0,1997,53914.11,yes
Yes,Travel_rarely,241.43,24,3,Unknown,1306,3,F,1,1,Laboratory technician,4,Single,1,Yes,18,3.0,2,Unknown,0,3,3.0,1,0,0,1997,53914.11,yes
No,Unknown,556.26,10,3,Unknown,1307,3,M,3,2,Healthcare representative,3,Unknown,3,No,19,3.0,3,Unknown,1,4,3.0,1,0,0,1985,53914.11,yes
No,Unknown,219.45,17,2,Other,1308,4,F,2,1,Laboratory technician,2,Married,1,No,21,3.0,4,Part time,1,2,3.0,1,0,0,1999,21270.0,yes
Yes,Travel_frequently,209.75,12,4,Unknown,1309,2,F,2,1,Sales representative,1,Married,1,No,18,3.0,3,Part time,1,2,3.0,1,0,0,1993,20330.0,yes
No,Travel_rarely,990.68,2,3,Marketing,1310,4,F,3,2,Sales executive,3,Married,4,Nan,11,3.0,3,Full time,1,3,3.0,3,1,0,1986,96020.0,no
No,Travel_rarely,290.04,1,3,Life sciences,1311,4,M,2,1,Research scientist,2,Unknown,1,No,13,3.0,4,Part time,0,0,3.0,1,0,0,2003,28111.13,yes
No,Unknown,1715.48,14,4,Other,1312,2,F,2,4,Research director,4,Divorced,4,Nan,14,3.0,3,Full time,1,3,3.0,1,0,0,1980,166270.0,no
No,Unknown,290.04,27,1,Life sciences,1313,3,M,3,1,Research scientist,1,Unknown,3,No,17,3.0,4,Part time,0,3,3.0,0,0,0,1985,28111.13,yes
No,Unknown,556.26,8,4,Marketing,1314,3,F,3,2,Sales executive,3,Divorced,0,Nan,12,3.0,4,Part time,0,3,3.0,5,1,2,1990,53914.11,no
No,Unknown,214.91,3,3,Unknown,1315,3,M,3,1,Research scientist,3,Unknown,1,No,20,3.0,3,Part time,1,2,3.0,1,0,0,1993,20830.0,no
No,Unknown,556.26,44,2,Medical,1316,2,M,3,2,Sales executive,3,Unknown,1,No,14,3.0,1,Part time,1,5,3.0,6,1,2,1994,53914.11,no
Yes,Unknown,104.1,10,1,Medical,1317,4,F,3,1,Research scientist,3,Single,1,Nan,11,3.0,4,Part time,0,5,3.0,1,1,1,2003,10090.0,yes
No,Non-travel,290.04,20,3,Unknown,1318,20,F,2,1,Laboratory technician,3,Marreid,1,No,18,3.0,3,Unknown,2,3,3.0,1,0,0,1988,53914.11,no
No,Unknown,290.04,10,2,Life sciences,1319,4,F,4,1,Research scientist,4,Single,3,No,17,3.0,1,Part time,0,2,3.0,1,0,0,1986,28111.13,yes
No,Unknown,811.06,1,3,Unknown,1320,3,M,3,3,Manufacturing director,3,Single,4,Yes,14,3.0,4,Part time,0,4,3.0,1,0,0,1985,78610.0,yes
No,Unknown,272.59,10,3,Unknown,1321,3,F,3,1,Sales representative,3,Single,1,No,11,3.0,3,Part time,0,6,3.0,1,0,0,1994,26420.0,no
No,Unknown,556.26,2,4,Unknown,1322,4,M,3,2,Healthcare representative,1,Divorced,2,No,11,3.0,1,Part time,1,2,3.0,1,0,0,1988,53914.11,yes
No,Travel_rarely,290.04,2,5,Medical,1323,4,F,3,1,Research scientist,3,Married,6,Yes,13,3.0,2,Unknown,1,0,3.0,1,0,1,1985,53914.11,yes
No,Travel_rarely,528.36,8,5,Life sciences,1324,2,M,3,2,Manufacturing director,1,Unknown,3,No,14,3.0,3,Part time,1,3,3.0,0,0,0,1989,51210.0,yes
Yes,Unknown,290.04,6,3,Life sciences,1325,3,F,4,1,Laboratory technician,1,Unknown,1,Yes,21,3.0,3,Unknown,2,2,3.0,0,0,0,2000,53914.11,no
No,Unknown,277.95,9,3,Life sciences,1326,3,F,2,1,Laboratory technician,2,Divorced,1,No,11,3.0,3,Part time,3,4,3.0,1,0,0,1999,26940.0,no
Yes,Travel_rarely,290.04,1,2,Life sciences,1327,2,M,2,1,Laboratory technician,1,Married,1,Nan,11,3.0,4,Part time,1,1,3.0,1,0,0,1994,28111.13,yes
No,Travel_frequently,525.57,16,4,Medical,1328,1,F,2,2,Laboratory technician,3,Unknown,6,No,14,3.0,4,Part time,0,6,3.0,1,0,0,1983,50940.0,yes
No,Travel_rarely,556.26,2,3,Unknown,1329,3,M,2,2,Manufacturing director,4,Single,5,Nan,24,3.0,2,Part time,0,4,3.0,0,0,0,1993,53914.11,yes
No,Unknown,234.62,2,3,Unknown,1330,2,M,2,1,Research scientist,3,Unknown,1,No,14,3.0,4,Part time,0,3,3.0,1,0,0,1978,22740.0,yes
No,Unknown,290.04,3,3,Medical,1331,4,F,3,1,Research scientist,4,Married,1,Nan,11,3.0,3,Part time,3,6,3.0,0,0,0,1996,28111.13,yes
No,Unknown,556.26,16,4,Marketing,1332,4,F,2,2,Sales executive,3,Unknown,4,Nan,19,3.0,4,Part time,2,2,3.0,1,0,0,1986,53914.11,yes
No,Unknown,238.75,1,3,Life sciences,1333,4,F,3,1,Laboratory technician,4,Divorced,0,No,12,3.0,2,Part time,1,2,3.0,3,0,2,1991,23140.0,yes
No,Travel_rarely,1582.77,8,3,Marketing,1334,1,F,3,4,Sales executive,4,Married,5,Nan,14,3.0,3,Full time,1,3,3.0,2,2,2,1970,153407.07,yes
No,Unknown,1032.49,19,2,Unknown,1335,19,F,3,3,Sales executive,2,Single,1,Yes,13,3.0,4,Part time,0,2,3.0,10,0,9,1986,100071.84,no
Yes,Travel_rarely,290.04,25,4,Unknown,1336,1,F,3,1,Laboratory technician,4,Unknown,1,Nan,24,3.0,3,Part time,0,2,3.0,1,0,1,1991,28111.13,yes
Yes,Travel_frequently,245.56,2,1,Unknown,1337,4,F,2,1,Laboratory technician,4,Divorced,9,Nan,14,3.0,4,Part time,1,3,3.0,1,0,0,1965,23800.0,yes
No,Travel_rarely,556.26,8,3,Unknown,1338,1,M,3,2,Manufacturing director,2,Divorced,4,No,21,3.0,3,Part time,1,2,3.0,1,0,0,1980,53914.11,no
Yes,Travel_rarely,290.04,18,1,Other,1339,4,M,3,1,Research scientist,4,Single,1,No,19,3.0,1,Part time,0,3,3.0,1,0,0,2002,28111.13,no
No,Unknown,207.17,48,3,Life sciences,1340,48,F,3,1,Laboratory technician,2,Unknown,1,No,14,3.0,2,Part time,2,3,3.0,1,1,0,1989,20080.0,yes
No,Unknown,1088.7,5,3,Unknown,1341,3,M,2,3,Healthcare representative,2,Divorced,2,Nan,13,3.0,4,Full time,1,3,3.0,6,0,4,1965,105520.0,no
No,Unknown,233.07,20,4,Medical,1342,4,F,3,1,Research scientist,3,Married,4,Nan,17,3.0,1,Part time,2,2,3.0,0,0,0,1975,22590.0,no
No,Non-travel,290.04,1,3,Life sciences,1343,3,M,2,1,Laboratory technician,2,Married,6,No,20,3.0,3,Part time,0,3,3.0,3,0,2,1991,28111.13,yes
Yes,Unknown,248.96,19,2,Marketing,1344,3,F,2,1,Sales representative,2,Married,1,Yes,18,3.0,3,Part time,3,2,3.0,1,0,0,1998,24130.0,no
No,Unknown,1032.49,10,4,Marketing,1345,1,F,2,3,Sales executive,2,Divorced,2,No,12,3.0,2,Part time,1,2,3.0,1,0,0,1983,100071.84,yes
Yes,Unknown,218.83,21,3,Other,1346,4,F,2,1,Sales representative,2,Single,1,Yes,13,3.0,2,Part time,0,3,3.0,1,0,0,2004,21210.0,no
Yes,Travel_rarely,290.04,4,3,Technical degree,1347,1,F,3,1,Laboratory technician,1,Single,1,Nan,19,3.0,2,Part time,0,2,3.0,1,0,0,2003,28111.13,no
No,Travel_rarely,556.26,1,3,Unknown,1348,2,M,2,2,Healthcare representative,4,Unknown,0,Nan,14,3.0,1,Part time,0,3,3.0,5,1,4,1990,53914.11,yes
Yes,Travel_rarely,255.77,2,3,Unknown,1349,4,F,3,1,Research scientist,3,Single,4,No,24,3.0,1,Part time,0,4,3.0,1,0,0,1965,24790.0,no
Yes,Non-travel,1361.29,24,3,Unknown,1350,2,M,4,4,Sales executive,2,Single,4,Nan,16,3.0,4,Full time,0,2,3.0,1,0,0,1983,131940.0,yes
Yes,Travel_rarely,290.04,10,3,Unknown,1351,4,M,2,1,Research scientist,1,Single,6,Yes,20,3.0,3,Part time,0,5,3.0,0,0,0,1994,28111.13,yes
No,Travel_rarely,429.52,18,2,Life sciences,1352,4,M,3,2,Sales executive,4,Single,1,Yes,17,3.0,3,Unknown,0,0,3.0,9,0,7,1976,53914.11,no
No,Unknown,290.04,5,2,Unknown,1353,2,F,3,1,Research scientist,4,Unknown,1,No,15,3.0,4,Part time,0,2,3.0,0,0,0,2005,28111.13,yes
Yes,Unknown,268.25,16,3,Medical,1354,4,M,2,1,Research scientist,1,Unknown,1,Yes,15,3.0,1,Part time,0,2,3.0,1,0,0,2003,26000.0,no
