attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
No,Unknown,1715.48,-14.0,4.0,Other,1312.0,2.0,F,2.0,4.0,Research Director,4.0,Divorced,1385583.0,3602517,4.0,Unknown,14.0,3.0,3.0,Full Time,1.0,21,3.0,3.0,1,0,0,1970,16627000.0,No
No,Unknown,290.04,-27.0,1.0,Life Sciences,1313.0,3.0,M,3.0,1.0,Research Scientist,1.0,Unknown,234259.0,609075,3.0,No,17.0,3.0,4.0,Part Time,0.0,8,3.0,2.0,0,0,0,1970,2811113.0,Yes
No,Unknown,556.26,8.0,4.0,Marketing,1314.0,3.0,F,3.0,2.0,Sales Executive,3.0,Divorced,449284.0,1168139,0.0,Unknown,12.0,3.0,4.0,Part Time,0.0,6,3.0,3.0,5,1,2,1970,5391411.0,No
No,Unknown,214.91,3.0,3.0,Unknown,1315.0,3.0,M,3.0,1.0,Research Scientist,3.0,Unknown,173583.0,451317,1.0,No,20.0,4.0,3.0,Part Time,1.0,1,2.0,3.0,1,0,0,1970,2083000.0,No
No,Unknown,556.26,-44.0,2.0,Medical,1316.0,2.0,M,3.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,1.0,No,14.0,3.0,1.0,Part Time,1.0,10,5.0,2.0,6,1,2,1970,5391411.0,No
Yes,Unknown,104.1,10.0,1.0,Medical,1317.0,4.0,F,3.0,1.0,Research Scientist,3.0,Single,84083.0,218617,1.0,Unknown,11.0,3.0,4.0,Part Time,0.0,10,5.0,3.0,1,1,1,1970,1009000.0,Yes
No,Non-Travel,290.04,-20.0,3.0,Unknown,1318.0,20.0,F,2.0,1.0,Laboratory Technician,3.0,Married,234259.0,609075,1.0,No,18.0,3.0,3.0,Unknown,2.0,1,3.0,3.0,1,0,0,1970,5391411.0,No
No,Unknown,290.04,10.0,2.0,Life Sciences,1319.0,4.0,F,4.0,1.0,Research Scientist,4.0,Single,449284.0,609075,3.0,No,17.0,3.0,1.0,Part Time,0.0,10,2.0,3.0,1,0,0,1970,2811113.0,Yes
No,Unknown,811.06,1.0,3.0,Unknown,1320.0,3.0,M,3.0,3.0,Manufacturing Director,3.0,Single,655083.0,1703217,4.0,Yes,14.0,3.0,4.0,Part Time,0.0,10,4.0,3.0,1,0,0,1970,7861000.0,Yes
No,Unknown,272.59,10.0,3.0,Unknown,1321.0,3.0,F,3.0,1.0,Sales Representative,3.0,Single,220167.0,572433,1.0,No,11.0,3.0,3.0,Part Time,0.0,1,6.0,3.0,1,0,0,1970,2642000.0,No
No,Unknown,556.26,2.0,4.0,Unknown,1322.0,4.0,M,3.0,2.0,Healthcare Representative,1.0,Divorced,449284.0,1168139,2.0,No,11.0,3.0,1.0,Part Time,1.0,16,2.0,4.0,1,0,0,1970,5391411.0,Yes
No,Travel Rarely,290.04,2.0,5.0,Medical,1323.0,4.0,F,3.0,1.0,Research Scientist,3.0,Married,234259.0,609075,6.0,Yes,13.0,3.0,2.0,Unknown,1.0,10,0.0,1.0,1,0,1,1970,5391411.0,Yes
No,Travel Rarely,528.36,8.0,5.0,Life Sciences,1324.0,2.0,M,3.0,2.0,Manufacturing Director,1.0,Unknown,426750.0,1109550,3.0,No,14.0,3.0,3.0,Part Time,1.0,10,3.0,3.0,0,0,0,1970,5121000.0,Yes
Yes,Unknown,290.04,6.0,3.0,Life Sciences,1325.0,3.0,F,4.0,1.0,Laboratory Technician,1.0,Unknown,234259.0,609075,1.0,Yes,21.0,4.0,3.0,Unknown,2.0,1,2.0,3.0,0,0,0,1970,5391411.0,No
No,Unknown,277.95,9.0,3.0,Life Sciences,1326.0,3.0,F,2.0,1.0,Laboratory Technician,2.0,Divorced,224500.0,583700,1.0,No,11.0,3.0,3.0,Part Time,3.0,10,4.0,3.0,1,0,0,1970,2694000.0,No
Yes,Travel Rarely,290.04,1.0,2.0,Life Sciences,1327.0,2.0,M,2.0,1.0,Laboratory Technician,1.0,Married,234259.0,609075,1.0,Unknown,11.0,3.0,4.0,Part Time,1.0,1,1.0,3.0,1,0,0,1970,2811113.0,Yes
No,Travel Frequently,525.57,16.0,4.0,Medical,1328.0,1.0,F,2.0,2.0,Laboratory Technician,3.0,Unknown,424500.0,1103700,6.0,No,14.0,3.0,4.0,Part Time,0.0,10,6.0,3.0,1,0,0,1970,5094000.0,Yes
No,Travel Rarely,556.26,2.0,3.0,Unknown,1329.0,3.0,M,2.0,2.0,Manufacturing Director,4.0,Single,449284.0,1168139,5.0,Unknown,24.0,4.0,2.0,Part Time,0.0,12,4.0,2.0,0,0,0,1970,5391411.0,Yes
No,Unknown,234.62,2.0,3.0,Unknown,1330.0,2.0,M,2.0,1.0,Research Scientist,3.0,Unknown,449284.0,492700,1.0,No,14.0,3.0,4.0,Part Time,0.0,1,3.0,3.0,1,0,0,1970,2274000.0,Yes
No,Unknown,290.04,3.0,3.0,Medical,1331.0,4.0,F,3.0,1.0,Research Scientist,4.0,Married,234259.0,609075,1.0,Unknown,11.0,3.0,3.0,Part Time,3.0,0,6.0,2.0,0,0,0,1970,2811113.0,Yes
No,Unknown,556.26,16.0,4.0,Marketing,1332.0,4.0,F,2.0,2.0,Sales Executive,3.0,Unknown,449284.0,1168139,4.0,Unknown,19.0,3.0,4.0,Part Time,2.0,9,2.0,3.0,1,0,0,1970,5391411.0,Yes
No,Unknown,238.75,1.0,3.0,Life Sciences,1333.0,4.0,F,3.0,1.0,Laboratory Technician,4.0,Divorced,192833.0,501367,0.0,No,12.0,3.0,2.0,Part Time,1.0,4,2.0,3.0,3,0,2,1970,2314000.0,Yes
No,Travel Rarely,1582.77,8.0,3.0,Marketing,1334.0,1.0,F,3.0,4.0,Sales Executive,4.0,Married,449284.0,3323820,5.0,Unknown,14.0,3.0,3.0,Full Time,1.0,28,3.0,3.0,2,2,2,1970,15340707.0,Yes
No,Unknown,1032.49,-19.0,2.0,Unknown,1335.0,19.0,F,3.0,3.0,Sales Executive,2.0,Single,449284.0,2168223,1.0,Yes,13.0,3.0,4.0,Part Time,0.0,10,2.0,3.0,10,0,9,1970,10007184.0,No
Yes,Travel Rarely,290.04,25.0,4.0,Unknown,1336.0,1.0,F,3.0,1.0,Laboratory Technician,4.0,Unknown,234259.0,609075,1.0,Unknown,24.0,4.0,3.0,Part Time,0.0,1,2.0,1.0,1,0,1,1970,2811113.0,Yes
Yes,Travel Frequently,245.56,2.0,1.0,Unknown,1337.0,4.0,F,2.0,1.0,Laboratory Technician,4.0,Divorced,449284.0,515667,9.0,Unknown,14.0,3.0,4.0,Part Time,1.0,3,3.0,2.0,1,0,0,1970,2380000.0,Yes
No,Travel Rarely,556.26,8.0,3.0,Unknown,1338.0,1.0,M,3.0,2.0,Manufacturing Director,2.0,Divorced,449284.0,1168139,4.0,No,21.0,4.0,3.0,Part Time,1.0,4,2.0,4.0,1,0,0,1970,5391411.0,No
Yes,Travel Rarely,290.04,18.0,1.0,Other,1339.0,4.0,M,3.0,1.0,Research Scientist,4.0,Single,234259.0,609075,1.0,No,19.0,3.0,1.0,Part Time,0.0,10,3.0,2.0,1,0,0,1970,2811113.0,No
No,Unknown,207.17,-48.0,3.0,Life Sciences,1340.0,48.0,F,3.0,1.0,Laboratory Technician,2.0,Unknown,167333.0,435067,1.0,No,14.0,3.0,2.0,Part Time,2.0,1,3.0,3.0,1,1,0,1970,2008000.0,Yes
No,Unknown,1088.7,5.0,3.0,Unknown,1341.0,3.0,M,2.0,3.0,Healthcare Representative,2.0,Divorced,879333.0,2286267,2.0,Unknown,13.0,3.0,4.0,Full Time,1.0,24,3.0,3.0,6,0,4,1970,10552000.0,No
No,Unknown,233.07,20.0,4.0,Medical,1342.0,4.0,F,3.0,1.0,Research Scientist,3.0,Married,188250.0,489450,4.0,Unknown,17.0,3.0,1.0,Part Time,2.0,13,2.0,2.0,0,0,0,1970,2259000.0,No
No,Non-Travel,290.04,1.0,3.0,Life Sciences,1343.0,3.0,M,2.0,1.0,Laboratory Technician,2.0,Married,234259.0,609075,6.0,No,20.0,3.0,3.0,Part Time,0.0,5,3.0,3.0,3,0,2,1970,2811113.0,Yes
Yes,Unknown,248.96,19.0,2.0,Marketing,1344.0,3.0,F,2.0,1.0,Sales Representative,2.0,Married,449284.0,522817,1.0,Yes,18.0,3.0,3.0,Part Time,3.0,10,2.0,3.0,1,0,0,1970,2413000.0,No
No,Unknown,1032.49,10.0,4.0,Marketing,1345.0,1.0,F,2.0,3.0,Sales Executive,2.0,Divorced,833932.0,2168223,2.0,No,12.0,3.0,2.0,Part Time,1.0,11,2.0,2.0,1,0,0,1970,10007184.0,Yes
Yes,Unknown,218.83,21.0,3.0,Other,1346.0,4.0,F,2.0,1.0,Sales Representative,2.0,Single,449284.0,459550,1.0,Yes,13.0,3.0,2.0,Part Time,0.0,1,3.0,4.0,1,0,0,1970,2121000.0,No
Yes,Travel Rarely,290.04,4.0,3.0,Technical Degree,1347.0,1.0,F,3.0,1.0,Laboratory Technician,1.0,Single,234259.0,609075,1.0,Unknown,19.0,3.0,2.0,Part Time,0.0,1,2.0,3.0,1,0,0,1970,2811113.0,No
No,Travel Rarely,556.26,1.0,3.0,Unknown,1348.0,2.0,M,2.0,2.0,Healthcare Representative,4.0,Unknown,449284.0,1168139,0.0,Unknown,14.0,3.0,1.0,Part Time,0.0,6,3.0,3.0,5,1,4,1970,5391411.0,Yes
Yes,Travel Rarely,255.77,2.0,3.0,Unknown,1349.0,4.0,F,3.0,1.0,Research Scientist,3.0,Single,449284.0,537117,4.0,No,24.0,4.0,1.0,Part Time,0.0,7,4.0,3.0,1,0,0,1970,2479000.0,No
Yes,Non-Travel,1361.29,24.0,3.0,Unknown,1350.0,2.0,M,4.0,4.0,Sales Executive,2.0,Single,449284.0,2858700,4.0,Unknown,16.0,3.0,4.0,Full Time,0.0,22,2.0,2.0,1,0,0,1970,13194000.0,Yes
Yes,Travel Rarely,290.04,10.0,3.0,Unknown,1351.0,4.0,M,2.0,1.0,Research Scientist,1.0,Single,234259.0,609075,6.0,Yes,20.0,4.0,3.0,Part Time,0.0,3,5.0,3.0,0,0,0,1970,2811113.0,Yes
No,Travel Rarely,429.52,-18.0,2.0,Life Sciences,1352.0,4.0,M,3.0,2.0,Sales Executive,4.0,Single,346917.0,901983,1.0,Yes,17.0,3.0,3.0,Unknown,0.0,9,0.0,3.0,9,0,7,1970,5391411.0,No
No,Unknown,290.04,5.0,2.0,Unknown,1353.0,2.0,F,3.0,1.0,Research Scientist,4.0,Unknown,234259.0,609075,1.0,No,15.0,3.0,4.0,Part Time,0.0,10,2.0,3.0,0,0,0,1970,2811113.0,Yes
Yes,Unknown,268.25,-16.0,3.0,Medical,1354.0,4.0,M,2.0,1.0,Research Scientist,1.0,Unknown,449284.0,563333,1.0,Yes,15.0,3.0,1.0,Part Time,0.0,1,2.0,3.0,1,0,0,1970,2600000.0,No
No,Unknown,1888.4,5.0,2.0,Unknown,1355.0,4.0,F,3.0,5.0,Manager,3.0,Unknown,1525250.0,3965650,6.0,No,13.0,3.0,2.0,Full Time,0.0,21,3.0,4.0,1,0,0,1970,18303000.0,Yes
No,Travel Rarely,245.56,9.0,3.0,Unknown,1356.0,1.0,F,3.0,1.0,Laboratory Technician,4.0,Married,198333.0,515667,4.0,No,18.0,3.0,2.0,Unknown,0.0,8,5.0,3.0,1,0,0,1970,5391411.0,Yes
Yes,Travel Rarely,492.87,11.0,2.0,Medical,1357.0,1.0,M,1.0,2.0,Healthcare Representative,2.0,Unknown,398083.0,1035017,5.0,No,15.0,3.0,1.0,Part Time,0.0,15,2.0,1.0,1,0,0,1970,4777000.0,Yes
No,Unknown,556.26,3.0,4.0,Life Sciences,1358.0,2.0,F,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,8.0,Yes,12.0,3.0,3.0,Unknown,0.0,19,1.0,3.0,1,0,0,1970,5391411.0,No
Yes,Unknown,556.26,15.0,3.0,Unknown,1359.0,1.0,F,3.0,2.0,Laboratory Technician,3.0,Divorced,449284.0,1168139,7.0,Unknown,14.0,3.0,2.0,Part Time,1.0,9,3.0,2.0,1,0,0,1970,5391411.0,Yes
No,Travel Rarely,108.54,10.0,1.0,Medical,1360.0,4.0,F,3.0,1.0,Sales Representative,2.0,Married,87667.0,227933,1.0,No,22.0,4.0,2.0,Unknown,0.0,10,5.0,3.0,1,0,0,1970,1052000.0,Yes
No,Unknown,1032.49,25.0,3.0,Unknown,1361.0,3.0,F,2.0,3.0,Sales Executive,4.0,Unknown,449284.0,2168223,5.0,No,13.0,3.0,3.0,Part Time,1.0,18,5.0,3.0,1,0,0,1970,10007184.0,Yes
Yes,Travel Rarely,290.04,10.0,3.0,Unknown,1362.0,3.0,M,2.0,1.0,Laboratory Technician,1.0,Single,234259.0,609075,1.0,No,13.0,3.0,1.0,Part Time,0.0,1,6.0,2.0,1,1,0,1970,2811113.0,Yes
Yes,Travel Rarely,253.91,4.0,4.0,Unknown,1363.0,1.0,F,3.0,1.0,Research Scientist,3.0,Married,449284.0,533217,9.0,Unknown,12.0,3.0,3.0,Part Time,3.0,18,2.0,4.0,10,2,7,1970,2461000.0,No
No,Unknown,556.26,10.0,4.0,Unknown,1364.0,4.0,M,2.0,2.0,Sales Executive,4.0,Divorced,449284.0,1168139,2.0,Yes,14.0,3.0,3.0,Part Time,3.0,8,5.0,3.0,1,0,0,1970,5391411.0,No
Yes,Unknown,267.84,1.0,3.0,Medical,1365.0,1.0,F,2.0,1.0,Laboratory Technician,2.0,Divorced,449284.0,562467,1.0,No,15.0,3.0,1.0,Unknown,2.0,10,2.0,3.0,1,0,0,1970,2596000.0,No
Yes,Unknown,487.81,1.0,4.0,Unknown,1366.0,4.0,F,3.0,2.0,Sales Executive,3.0,Single,449284.0,1024400,3.0,Yes,14.0,3.0,4.0,Part Time,0.0,5,4.0,3.0,0,0,0,1970,4728000.0,Yes
No,Unknown,290.04,3.0,4.0,Unknown,1367.0,3.0,F,2.0,1.0,Research Scientist,4.0,Unknown,234259.0,609075,3.0,No,17.0,3.0,4.0,Part Time,3.0,6,2.0,3.0,0,0,0,1970,2811113.0,Yes
No,Travel Rarely,758.44,2.0,2.0,Marketing,1368.0,4.0,F,3.0,3.0,Sales Executive,2.0,Single,612583.0,1592717,7.0,No,16.0,3.0,3.0,Part Time,0.0,10,2.0,3.0,1,0,0,1970,7351000.0,Yes
No,Unknown,556.26,29.0,3.0,Unknown,1369.0,2.0,F,1.0,2.0,Laboratory Technician,4.0,Unknown,449284.0,1168139,4.0,Unknown,19.0,3.0,1.0,Part Time,0.0,16,3.0,3.0,1,0,0,1970,5391411.0,No
Yes,Unknown,290.04,8.0,1.0,Unknown,1370.0,3.0,F,3.0,1.0,Laboratory Technician,3.0,Single,234259.0,609075,1.0,No,12.0,3.0,4.0,Part Time,0.0,10,0.0,3.0,0,0,0,1970,2811113.0,Yes
No,Unknown,491.73,12.0,4.0,Unknown,1371.0,2.0,F,3.0,1.0,Laboratory Technician,4.0,Unknown,397167.0,1032633,3.0,Yes,11.0,3.0,1.0,Full Time,1.0,6,4.0,3.0,1,0,0,1970,4766000.0,No
No,Travel Rarely,232.97,1.0,4.0,Medical,1372.0,4.0,F,2.0,1.0,Laboratory Technician,3.0,Unknown,188167.0,489233,6.0,No,12.0,3.0,2.0,Part Time,1.0,10,2.0,3.0,8,1,7,1970,2258000.0,Yes
No,Unknown,291.67,2.0,1.0,Unknown,1373.0,3.0,M,3.0,1.0,Sales Representative,1.0,Unknown,449284.0,612517,1.0,Unknown,12.0,3.0,3.0,Full Time,3.0,1,3.0,3.0,1,0,0,1970,2827000.0,Yes
Yes,Unknown,294.36,3.0,4.0,Life Sciences,1374.0,3.0,F,2.0,1.0,Research Scientist,4.0,Married,237750.0,618150,0.0,Yes,11.0,3.0,2.0,Full Time,1.0,1,5.0,3.0,0,0,0,1970,2853000.0,Yes
No,Non-Travel,236.27,-26.0,3.0,Unknown,1375.0,26.0,F,1.0,1.0,Research Scientist,3.0,Single,449284.0,496167,2.0,No,13.0,3.0,4.0,Part Time,0.0,6,3.0,3.0,0,0,0,1970,2290000.0,Yes
Yes,Non-Travel,217.39,5.0,2.0,Life Sciences,1376.0,1.0,F,2.0,1.0,Research Scientist,1.0,Unknown,175583.0,456517,6.0,No,17.0,3.0,1.0,Part Time,1.0,5,2.0,1.0,1,0,0,1970,2107000.0,Yes
No,Travel Frequently,556.26,2.0,4.0,Unknown,1377.0,2.0,F,3.0,2.0,Sales Executive,2.0,Unknown,449284.0,1168139,5.0,No,12.0,3.0,4.0,Part Time,3.0,10,2.0,3.0,0,0,0,1970,5391411.0,No
Yes,Unknown,228.02,17.0,2.0,Life Sciences,1378.0,4.0,M,3.0,1.0,Laboratory Technician,2.0,Unknown,184167.0,478833,1.0,Unknown,13.0,3.0,1.0,Part Time,1.0,1,3.0,1.0,1,0,0,1970,2210000.0,Yes
No,Travel Frequently,1360.98,26.0,5.0,Medical,1379.0,1.0,M,3.0,3.0,Research Director,1.0,Married,1099250.0,2858050,3.0,Yes,17.0,3.0,3.0,Unknown,0.0,10,6.0,3.0,1,0,0,1970,13191000.0,No
No,Unknown,1973.98,4.0,2.0,Medical,1380.0,1.0,F,2.0,5.0,Manager,3.0,Married,449284.0,4145367,2.0,Unknown,13.0,3.0,3.0,Full Time,1.0,23,2.0,4.0,1,0,0,1970,19132462.0,Yes
No,Travel Rarely,290.04,2.0,2.0,Technical Degree,1381.0,4.0,F,4.0,1.0,Laboratory Technician,2.0,Single,234259.0,609075,5.0,Unknown,11.0,3.0,3.0,Unknown,0.0,7,4.0,2.0,1,0,0,1970,5391411.0,Yes
No,Travel Rarely,556.26,7.0,3.0,Unknown,1382.0,3.0,F,3.0,2.0,Healthcare Representative,4.0,Unknown,449284.0,1168139,1.0,Unknown,11.0,3.0,2.0,Part Time,2.0,6,2.0,3.0,6,1,0,1970,5391411.0,Yes
No,Unknown,1884.48,1.0,3.0,Life Sciences,1383.0,4.0,F,2.0,5.0,Research Director,4.0,Single,1522083.0,3957417,6.0,No,12.0,3.0,3.0,Unknown,0.0,10,3.0,4.0,1,0,0,1970,18265000.0,Yes
No,Unknown,290.04,20.0,3.0,Technical Degree,1384.0,3.0,M,4.0,1.0,Research Scientist,3.0,Unknown,234259.0,609075,0.0,No,17.0,3.0,4.0,Part Time,0.0,2,5.0,2.0,1,0,0,1970,2811113.0,Yes
No,Unknown,290.04,25.0,3.0,Life Sciences,1385.0,2.0,M,4.0,1.0,Research Scientist,4.0,Single,234259.0,609075,1.0,Unknown,12.0,3.0,4.0,Part Time,0.0,1,2.0,3.0,1,0,1,1970,2811113.0,Yes
No,Unknown,290.04,1.0,2.0,Unknown,1386.0,4.0,F,3.0,1.0,Research Scientist,3.0,Unknown,234259.0,609075,1.0,No,22.0,4.0,4.0,Part Time,1.0,1,2.0,3.0,1,0,1,1970,2811113.0,No
Yes,Travel Frequently,115.35,-32.0,1.0,Unknown,1387.0,3.0,F,1.0,1.0,Sales Representative,4.0,Single,93167.0,242233,1.0,Yes,14.0,3.0,4.0,Unknown,0.0,1,4.0,3.0,1,1,0,1970,5391411.0,Yes
No,Unknown,244.73,-34.0,4.0,Medical,1388.0,2.0,M,4.0,2.0,Research Scientist,2.0,Married,449284.0,513933,6.0,Yes,16.0,3.0,4.0,Part Time,0.0,18,2.0,3.0,1,0,0,1970,2372000.0,No
No,Travel Frequently,292.81,6.0,2.0,Medical,1389.0,2.0,M,2.0,1.0,Laboratory Technician,3.0,Single,236500.0,614900,0.0,Unknown,14.0,3.0,2.0,Full Time,0.0,8,6.0,2.0,7,7,7,1970,2838000.0,No
No,Travel Frequently,1863.44,25.0,3.0,Medical,1390.0,2.0,M,3.0,5.0,Manager,2.0,Unknown,1505083.0,3913217,3.0,Unknown,22.0,4.0,3.0,Full Time,0.0,22,4.0,3.0,0,0,0,1970,18061000.0,No
No,Unknown,290.04,11.0,3.0,Medical,1391.0,3.0,M,4.0,1.0,Sales Representative,4.0,Married,234259.0,609075,8.0,Unknown,14.0,3.0,2.0,Part Time,1.0,5,4.0,3.0,1,0,0,1970,2811113.0,Yes
No,Non-Travel,166.21,1.0,3.0,Unknown,1392.0,4.0,M,3.0,1.0,Laboratory Technician,4.0,Single,134250.0,349050,1.0,Unknown,15.0,3.0,3.0,Part Time,0.0,0,5.0,4.0,0,0,0,1970,1611000.0,No
Yes,Travel Frequently,290.04,2.0,3.0,Unknown,1393.0,3.0,M,2.0,1.0,Sales Representative,4.0,Single,234259.0,609075,7.0,No,14.0,3.0,3.0,Part Time,0.0,3,3.0,4.0,1,0,0,1970,2811113.0,Yes
Yes,Travel Frequently,290.04,1.0,4.0,Life Sciences,1394.0,2.0,M,1.0,1.0,Sales Representative,3.0,Single,234259.0,609075,1.0,Unknown,12.0,3.0,2.0,Part Time,0.0,10,3.0,3.0,1,0,0,1970,2811113.0,No
Yes,Travel Rarely,290.04,8.0,3.0,Life Sciences,1395.0,1.0,M,2.0,1.0,Research Scientist,2.0,Unknown,234259.0,609075,1.0,Unknown,12.0,3.0,3.0,Part Time,0.0,10,3.0,4.0,1,0,0,1970,2811113.0,No
No,Travel Rarely,290.04,11.0,1.0,Life Sciences,1396.0,2.0,F,3.0,1.0,Laboratory Technician,1.0,Married,234259.0,609075,0.0,Unknown,14.0,3.0,2.0,Part Time,0.0,6,3.0,4.0,5,1,4,1970,2811113.0,No
Yes,Unknown,290.04,2.0,3.0,Unknown,1397.0,1.0,M,2.0,1.0,Laboratory Technician,1.0,Single,449284.0,609075,2.0,Yes,23.0,4.0,2.0,Unknown,0.0,11,2.0,4.0,1,0,0,1970,2811113.0,Yes
No,Travel Frequently,491.94,1.0,5.0,Marketing,1398.0,1.0,M,3.0,2.0,Sales Executive,3.0,Married,397333.0,1033067,7.0,Unknown,12.0,3.0,3.0,Part Time,1.0,11,4.0,2.0,1,0,0,1970,4768000.0,No
No,Unknown,131.44,-25.0,3.0,Unknown,1399.0,25.0,F,3.0,1.0,Research Scientist,3.0,Unknown,449284.0,276033,1.0,Unknown,13.0,3.0,2.0,Part Time,2.0,1,2.0,2.0,1,0,0,1970,1274000.0,No
No,Travel Rarely,248.03,-26.0,1.0,Life Sciences,1400.0,4.0,F,3.0,1.0,Sales Representative,3.0,Unknown,200333.0,520867,1.0,No,13.0,3.0,1.0,Part Time,1.0,1,3.0,3.0,1,0,0,1970,2404000.0,Yes
Yes,Travel Frequently,290.04,9.0,3.0,Unknown,1401.0,2.0,F,3.0,1.0,Laboratory Technician,1.0,Unknown,234259.0,609075,2.0,Unknown,11.0,3.0,3.0,Part Time,0.0,10,2.0,2.0,0,0,0,1970,2811113.0,No
No,Unknown,209.75,13.0,2.0,Unknown,1402.0,4.0,M,3.0,1.0,Sales Representative,2.0,Married,449284.0,440483,1.0,Unknown,13.0,3.0,3.0,Part Time,1.0,1,2.0,3.0,1,0,0,1970,2033000.0,Yes
Yes,Unknown,264.23,2.0,2.0,Medical,1403.0,3.0,F,2.0,1.0,Laboratory Technician,1.0,Single,449284.0,554883,7.0,No,11.0,3.0,3.0,Part Time,0.0,8,2.0,2.0,0,0,0,1970,2561000.0,Yes
No,Travel Rarely,161.26,1.0,3.0,Life Sciences,1404.0,1.0,F,2.0,1.0,Research Scientist,3.0,Unknown,449284.0,338650,1.0,Unknown,14.0,3.0,4.0,Part Time,1.0,1,2.0,1.0,1,0,0,1970,1563000.0,No
No,Unknown,659.08,8.0,5.0,Unknown,1405.0,4.0,F,3.0,2.0,Healthcare Representative,3.0,Unknown,532333.0,1384067,2.0,Unknown,17.0,3.0,1.0,Unknown,0.0,14,6.0,3.0,0,0,0,1970,5391411.0,Yes
No,Travel Rarely,864.19,6.0,3.0,Unknown,1406.0,2.0,M,3.0,3.0,Manufacturing Director,2.0,Single,449284.0,1814800,4.0,Unknown,18.0,3.0,4.0,Part Time,0.0,9,3.0,3.0,2,2,2,1970,8376000.0,No
No,Unknown,499.47,2.0,3.0,Medical,1407.0,3.0,F,2.0,1.0,Laboratory Technician,2.0,Married,403417.0,1048883,4.0,Unknown,14.0,3.0,2.0,Full Time,1.0,10,3.0,3.0,1,0,0,1970,4841000.0,Yes
No,Travel Rarely,290.04,9.0,3.0,Unknown,1408.0,3.0,F,4.0,1.0,Research Scientist,3.0,Married,234259.0,609075,6.0,No,18.0,3.0,1.0,Part Time,2.0,10,2.0,2.0,1,0,0,1970,2811113.0,No
No,Travel Rarely,290.04,1.0,3.0,Unknown,1409.0,4.0,F,2.0,1.0,Laboratory Technician,1.0,Unknown,449284.0,609075,1.0,No,19.0,3.0,2.0,Part Time,0.0,10,3.0,3.0,3,1,2,1970,2811113.0,No
Yes,Travel Rarely,213.98,-14.0,3.0,Unknown,1410.0,14.0,M,3.0,1.0,Laboratory Technician,1.0,Unknown,172833.0,449367,1.0,Unknown,12.0,3.0,4.0,Unknown,1.0,1,2.0,3.0,1,0,0,1970,5391411.0,Yes
No,Unknown,306.63,-13.0,4.0,Medical,1411.0,13.0,F,3.0,1.0,Research Scientist,4.0,Single,247667.0,643933,1.0,Unknown,13.0,3.0,3.0,Full Time,0.0,10,4.0,3.0,1,0,0,1970,2972000.0,No
No,Travel Rarely,290.04,3.0,3.0,Unknown,1412.0,1.0,M,3.0,1.0,Research Scientist,4.0,Unknown,449284.0,609075,1.0,Unknown,21.0,4.0,1.0,Part Time,0.0,1,5.0,3.0,1,0,0,1970,2811113.0,Yes
No,Travel Rarely,703.13,1.0,4.0,Life Sciences,1413.0,2.0,M,3.0,2.0,Sales Executive,3.0,Single,567917.0,1476583,6.0,No,13.0,3.0,1.0,Full Time,0.0,10,5.0,3.0,1,0,0,1970,6815000.0,Yes
No,Unknown,1973.98,-24.0,3.0,Marketing,1414.0,24.0,F,3.0,5.0,Manager,3.0,Married,1594372.0,4145367,4.0,Yes,16.0,3.0,3.0,Full Time,1.0,10,2.0,3.0,1,0,0,1970,19132462.0,No
No,Travel Rarely,1973.98,9.0,2.0,Unknown,1415.0,4.0,F,2.0,5.0,Manager,4.0,Unknown,449284.0,4145367,8.0,No,22.0,4.0,4.0,Full Time,0.0,24,2.0,3.0,1,0,1,1970,19132462.0,No
No,Unknown,277.54,7.0,2.0,Life Sciences,1416.0,3.0,F,2.0,1.0,Laboratory Technician,4.0,Unknown,224167.0,582833,1.0,No,18.0,3.0,4.0,Unknown,1.0,10,5.0,2.0,1,0,1,1970,5391411.0,No
No,Travel Rarely,1812.47,1.0,4.0,Life Sciences,1417.0,4.0,F,4.0,4.0,Manager,1.0,Unknown,449284.0,3806183,1.0,Unknown,15.0,3.0,2.0,Full Time,0.0,27,5.0,1.0,26,0,12,1970,17567000.0,No
Yes,Travel Frequently,161.88,3.0,2.0,Medical,1418.0,2.0,M,3.0,1.0,Sales Representative,4.0,Single,449284.0,339950,1.0,Yes,12.0,3.0,3.0,Part Time,0.0,0,2.0,4.0,0,0,0,1970,1569000.0,Yes
No,Unknown,431.99,5.0,3.0,Unknown,1419.0,1.0,F,2.0,2.0,Sales Executive,2.0,Divorced,348917.0,907183,1.0,Yes,13.0,3.0,2.0,Part Time,1.0,10,3.0,2.0,10,0,9,1970,4187000.0,Yes
No,Unknown,556.26,5.0,4.0,Life Sciences,1420.0,1.0,M,3.0,2.0,Sales Executive,4.0,Unknown,449284.0,1168139,1.0,No,11.0,3.0,1.0,Part Time,2.0,10,2.0,3.0,10,0,2,1970,5391411.0,Yes
